Respondent,Prolific_ID,Message_framing,Relational_values,NR6_score,Greenspace_visitation,Upland_visitation,Peatland_knowledge,Degraded_peatlands_before,Regenerate_peatlands_before,Degraded_peatlands_after,Regenerate_peatlands_after,Degraded_peatland_score,Regenerate_peatland_score,Behaviour_1,Behaviour_2,Behaviour_3,Behaviour_sum,Financial_donation,Financial_allocation,Medical_research,Human_rights,Animal_welfare,Vulnerable_people,Other_conservation,Financial_compost,Advert_sufficiency,ES_Manipulation,BIO_Manipulation,Relational_Manipulation,Age_midpoint,Gender,Ethnicity,IMD_decile
548,63654935cad5df139b8b63f3,ES,Present,2.333333333,18,2.5,4,8,7,7,8,-1,1,8,8,8,24,0,10,20,10,20,40,0,0,8,8,7,8,21,Male,White or Caucasian,10
549,5a8edb14b093f80001a83682,ES,Absent,3.166666667,2.5,0.5,2,5,5,6,6,1,1,7,7,7,21,0,5,5,30,10,40,10,15,6,8,8,8,59.5,Female,Other,2
550,59e71a3b1ac65d0001eb47ac,BIO,Absent,2.5,2.5,0.5,4,10,8,8,10,-2,2,8,5,8,21,3,3,70,3,10,10,4,0,10,6,10,7,49.5,Female,White or Caucasian,8
551,5e3db08f9847a10291229235,ES,Absent,4.5,18,0.5,4,7,7,9,9,2,2,8,8,8,24,0.5,20,30,15,30,8,7,2,8,8,10,8,49.5,Male,White or Caucasian,9
552,604f8b06769dacf509ff4c5a,ES,Present,3.833333333,2.5,0.5,1,8,7,8,6,0,-1,6,5,6,17,5,10,50,30,10,0,0,0,6,9,9,9,49.5,Female,White or Caucasian,5
553,5e53b07f83c96c3ad4f34751,ES,Absent,4,4.5,1,4,7,8,8,9,1,1,8,8,9,25,5,20,20,10,20,10,20,5,7,10,6,6,49.5,Male,White or Caucasian,1
554,61475be4263c1c8db86fecea,ES,Absent,3.333333333,30.5,2.5,5,8,9,8,9,0,0,8,3,8,19,0,20,50,10,0,10,10,3,8,8,8,6,39.5,Female,White or Caucasian,4
555,5e132349b199e49599de669e,BIO,Absent,4.166666667,4.5,0.5,5,6,8,8,9,2,1,6,7,10,23,0,20,0,0,40,20,20,2,7,0,10,2,49.5,Female,White or Caucasian,6
556,5c91fad394f7e600172f9d4a,BIO,Absent,4,30.5,4.5,5,5,7,8,10,3,3,8,7,10,25,0,15,15,15,20,25,10,5,8,8,10,8,49.5,Female,White or Caucasian,6
557,609a0fa06cfe6658d4c1a4f3,BIO,Absent,3.666666667,2.5,0.5,4,7,6,8,9,1,3,6,6,6,18,0,0,5,50,20,25,0,0,6,9,9,9,29.5,Male,Other,1
558,60d4497712b0332d4ccb9c48,ES,Absent,4,30.5,0.5,5,8,10,10,10,2,0,8,10,10,28,1,20,10,10,20,20,20,2,9,10,10,10,69.5,Female,White or Caucasian,9
559,5ed358aab6ee6f2e2885eddf,BIO,Absent,1.666666667,30.5,1,2,7,7,7,6,0,-1,1,8,9,18,5,10,10,20,10,20,30,0,3,7,6,6,29.5,Female,White or Caucasian,5
560,5ccf41c9bd0d3e001593ce92,ES,Absent,3.666666667,4.5,0.5,6,6,7,8,10,2,3,6,4,8,18,5,10,30,10,20,20,10,0,10,8,8,8,49.5,Male,White or Caucasian,10
561,59b40f8cf235c20001a1a6d1,BIO,Absent,4.333333333,30.5,0.5,1,10,10,10,10,0,0,10,5,10,25,0,0,0,0,100,0,0,20,10,0,10,10,49.5,Female,White or Caucasian,10
562,569c01a19e8363000b2ffa33,BIO,Absent,3,4.5,0.5,1,5,8,10,10,5,2,7,2,5,14,0,0,0,0,100,0,0,0,7,3,10,10,49.5,Female,White or Caucasian,4
563,5c5208dee3209c000177e957,BIO,Present,1.833333333,0.5,0,5,5,5,8,6,3,1,0,0,0,0,0,0,30,0,70,0,0,0,10,5,10,7,59.5,Male,White or Caucasian,1
564,5eea37b60e95520ef6907500,BIO,Absent,3.333333333,1,1,1,7,8,8,9,1,1,5,1,8,14,5,5,40,20,5,25,5,5,9,7,7,8,69.5,Male,White or Caucasian,6
565,56a90c96119265000c6e134d,BIO,Absent,2.333333333,1,0.5,1,7,7,9,9,2,2,8,7,6,21,1,10,30,10,20,30,0,1,10,10,10,8,49.5,Female,White or Caucasian,5
566,5924a14e3497ad0001016896,BIO,Absent,2.166666667,18,0,2,5,5,8,8,3,3,6,1,6,13,0,0,50,0,0,20,30,5,7,2,8,5,29.5,Male,White or Caucasian,5
567,63b560544aa363d8ab6af7fb,ES,Present,2.333333333,0.5,0.5,1,7,8,10,10,3,2,7,5,5,17,2,5,40,10,20,20,5,2,8,10,7,10,49.5,Female,White or Caucasian,5
568,62ce97db1fa788670dea28c2,ES,Present,3.333333333,4.5,0.5,6,7,7,8,8,1,1,7,4,9,20,0,0,0,20,20,60,0,5,2,8,4,7,29.5,Female,White or Caucasian,2
569,5bc07659b8d38c0001de0516,ES,Absent,3.833333333,18,0.5,6,5,5,5,5,0,0,5,4,5,14,0,0,0,50,50,0,0,0,6,5,5,5,49.5,Female,White or Caucasian,4
570,6150a178e2ae831b616b9ed0,ES,Present,3.666666667,18,1,2,5,5,9,8,4,3,5,8,8,21,10,0,50,0,30,20,0,0,5,6,7,6,39.5,Female,White or Caucasian,5
571,612a87998958706392797405,BIO,Present,2.5,4.5,1,1,8,8,9,10,1,2,7,4,10,21,10,20,30,10,20,10,10,0,10,10,10,10,29.5,Female,White or Caucasian,1
572,5ea04f7f43bc6507508c9aba,BIO,Absent,4.166666667,18,1,4,7,9,9,9,2,0,6,6,9,21,0,15,15,15,20,15,20,5,9,8,10,9,69.5,Male,White or Caucasian,5
573,5d06743eac143b000118ce79,BIO,Present,3.333333333,4.5,0.5,1,8,10,9,10,1,0,10,10,10,30,10,50,0,0,20,20,10,2,10,10,10,10,39.5,Female,White or Caucasian,8
574,60fb33e7a4244ed605f65c65,BIO,Present,3,4.5,1,1,3,7,10,10,7,3,0,0,0,0,0,25,25,0,50,0,0,0,10,2,10,7,29.5,Female,White or Caucasian,9
575,57d403dd99840d000136f7af,ES,Present,3.333333333,18,0.5,1,3,7,10,10,7,3,8,5,8,21,0,20,20,10,10,10,30,0,10,10,10,10,59.5,Female,White or Caucasian,2
576,5ab80649e1546900019b6ca1,BIO,Absent,2.5,2.5,0.5,5,5,6,8,9,3,3,5,6,6,17,5,5,50,15,15,10,5,0,4,6,8,5,39.5,Female,White or Caucasian,8
577,5e9027110aacc7320bd9a84b,ES,Absent,4,30.5,2.5,4,9,9,9,9,0,0,8,5,8,21,0,20,10,10,20,10,30,3,6,7,7,7,69.5,Female,White or Caucasian,6
578,5d03d07ff00f5100014d1204,BIO,Absent,4.166666667,18,0,1,6,6,10,10,4,4,8,3,8,19,0,0,0,0,100,0,0,3,10,10,10,10,29.5,Female,White or Caucasian,10
579,6400da6d8db9ff28e17ad5fd,BIO,Absent,3.833333333,4.5,1,4,5,8,8,10,3,2,8,7,9,24,10,10,20,20,20,20,10,2,7,7,9,9,29.5,Male,White or Caucasian,9
580,5e3efd1fee952015d23b43b1,ES,Absent,4,18,1,6,8,8,9,8,1,0,8,6,9,23,10,10,20,10,10,30,20,5,4,6,6,6,39.5,Female,White or Caucasian,2
581,60e74007a91445680c217eff,BIO,Present,3.5,4.5,0.5,1,8,9,10,10,2,1,8,8,9,25,0,20,15,15,15,15,20,5,9,6,9,9,29.5,Female,White or Caucasian,6
582,59ff2fbddf3fa800015c2d64,BIO,Present,2.333333333,0.5,0,4,8,8,8,9,0,1,3,2,1,6,5,0,0,25,25,50,0,5,4,7,9,6,39.5,Female,White or Caucasian,4
583,5cde9f9e5a2962001de86ceb,ES,Absent,4.666666667,2.5,0.5,4,6,6,8,10,2,4,8,5,10,23,10,10,0,0,90,0,0,2,9,10,10,9,29.5,Female,White or Caucasian,6
584,647d9801d82e6a9dbc39535b,BIO,Present,1,0.5,0,1,5,5,5,5,0,0,5,5,5,15,0,0,50,0,0,50,0,0,5,10,10,10,59.5,Female,White or Caucasian,8
585,5cbb834af7b6150016add163,BIO,Present,4.333333333,18,1,4,10,10,10,10,0,0,6,5,5,16,100,0,0,50,0,50,0,20,10,10,10,10,29.5,Female,White or Caucasian,1
586,5c8fffbdd1babe001351f45a,BIO,Present,2.5,18,2.5,5,5,6,6,5,1,-1,3,2,2,7,0,0,50,0,0,25,25,0,8,6,8,7,39.5,Male,White or Caucasian,7
587,6128d76bf2f6b1df98035506,ES,Absent,3.5,4.5,1,2,7,8,9,10,2,2,9,10,8,27,1,0,60,0,20,20,0,1,7,8,8,6,29.5,Female,White or Caucasian,2
588,636594aeb530d6f0868d9806,ES,Absent,4,18,1,6,5,5,3,7,-2,2,3,3,3,9,0,0,0,0,100,0,0,0,9,6,6,6,59.5,Male,White or Caucasian,10
589,5b10527374db8f00013fdc57,BIO,Absent,3,18,0.5,1,5,5,10,10,5,5,7,2,6,15,5,10,10,10,50,10,10,20,6,4,10,6,29.5,Female,White or Caucasian,9
590,5dbcab7226c04c250046cab5,BIO,Present,2,4.5,1,4,5,5,3,7,-2,2,7,6,6,19,0,0,100,0,0,0,0,0,6,7,7,7,39.5,Female,White or Caucasian,4
591,63c553434f75911d5ec08571,ES,Present,3.666666667,30.5,18,4,10,0,10,10,0,10,8,8,10,26,0,30,0,0,30,30,10,5,10,10,10,10,49.5,Female,White or Caucasian,8
592,5c96c61d9e64c70001944a5e,BIO,Present,2.166666667,2.5,0,2,5,5,7,8,2,3,6,4,6,16,0,0,50,0,10,40,0,1,3,6,9,5,29.5,Female,White or Caucasian,3
593,63ea482d6ae0b5055dd4c706,BIO,Present,2.666666667,30.5,1,2,7,8,10,9,3,1,9,6,8,23,10,5,35,5,20,30,5,2,7,8,9,8,39.5,Male,White or Caucasian,8
594,5ec1443eede69055ff0dd051,BIO,Absent,4.166666667,18,0.5,1,7,9,8,9,1,0,8,10,10,28,1,20,10,20,20,10,20,5,6,3,10,8,29.5,Female,White or Caucasian,3
595,5ff8c84b13d09115adf1b49d,BIO,Present,3.5,18,1,4,5,8,10,10,5,2,5,0,6,11,10,10,20,25,5,15,25,5,6,7,8,7,29.5,Female,White or Caucasian,6
596,60cf22dbabc1a706e096a708,ES,Absent,3.666666667,18,0.5,2,9,9,10,10,1,1,9,7,8,24,5,10,0,10,50,30,0,5,6,7,5,6,39.5,Female,White or Caucasian,2
597,5e6003da868950348ea8cdec,BIO,Present,3,18,0.5,6,3,5,7,8,4,3,5,4,5,14,0,0,0,0,20,80,0,0,6,8,8,7,39.5,Male,White or Caucasian,10
598,5f3d63427c561a0f0d0cb09c,ES,Absent,3.5,18,0.5,4,9,10,10,10,1,0,8,9,3,20,5,10,5,5,30,50,0,0,7,9,3,9,39.5,Male,White or Caucasian,2
599,5d51496d0d608800192c7a6c,BIO,Present,2.5,18,0.5,4,7,7,10,7,3,0,1,0,2,3,0.5,5,80,10,5,0,0,0,4,6,10,9,29.5,Female,White or Caucasian,8
600,5891dd715c15e00001583fbc,BIO,Absent,4.166666667,4.5,2.5,5,8,9,9,10,1,1,9,9,9,27,10,20,5,5,50,10,10,2,7,7,10,9,39.5,Female,White or Caucasian,9
601,63f7a673985571acc7eeb29a,BIO,Absent,2.333333333,4.5,0.5,4,5,5,10,10,5,5,7,7,8,22,0,0,0,0,0,100,0,0,8,0,10,10,29.5,Female,White or Caucasian,1
602,542c323bfdf99b324ea3808d,ES,Absent,3.5,18,2.5,5,7,8,7,8,0,0,7,8,7,22,5,5,40,5,0,40,5,20,5,7,8,8,49.5,Female,White or Caucasian,9
603,5aeac7e2ba2926000102f744,BIO,Present,4.5,18,1,4,5,5,8,10,3,5,10,6,10,26,0,20,20,20,20,20,20,10,7,0,10,8,29.5,Other,White or Caucasian,3
604,6074005a76a53185a622be26,ES,Present,4.833333333,30.5,2.5,4,9,9,9,9,0,0,9,7,10,26,10,10,0,0,10,0,80,5,8,10,7,9,39.5,Male,White or Caucasian,6
605,5f1d33793e85b262ec88556e,BIO,Present,3.666666667,4.5,0.5,4,9,9,9,9,0,0,9,9,10,28,0.5,10,15,15,5,50,5,5,9,9,9,7,39.5,Female,Other,4
606,5f0f7e16649b4d15873e5fab,BIO,Present,3.666666667,4.5,1,5,7,6,10,10,3,4,8,7,8,23,20,10,40,10,10,20,10,1,7,7,10,10,59.5,Female,White or Caucasian,6
607,630695450f08ec421bd02d1f,ES,Absent,3.833333333,18,0.5,1,5,6,9,9,4,3,8,8,8,24,10,10,20,0,30,30,10,3,8,8,4,6,39.5,Female,Other,6
608,63d3f94f54be996e7cf00227,BIO,Present,3.666666667,30.5,0.5,1,4,5,10,10,6,5,7,8,6,21,3,10,30,25,15,20,0,5,10,10,10,10,21,Male,White or Caucasian,5
609,613fc5e7761b3b326105b7d0,BIO,Absent,2.666666667,18,2.5,1,6,8,8,10,2,2,7,8,10,25,0,10,10,10,10,50,10,10,4,9,7,7,39.5,Male,White or Caucasian,3
610,6171703c0a300c490c2a7b7b,ES,Absent,3,18,1,4,8,8,10,10,2,2,10,8,10,28,5,20,10,10,10,30,20,0,10,10,10,10,29.5,Female,Other,7
611,5c637726938ac700011f45cf,BIO,Absent,3.833333333,18,2.5,1,8,8,10,10,2,2,10,10,10,30,0,0,0,0,0,0,0,0,8,10,10,10,29.5,Female,White or Caucasian,6
612,64135c8f96a690f5b4c16dba,ES,Absent,3.5,1,0.5,2,7,10,10,10,3,0,7,7,8,22,0,0,0,0,0,0,100,0,9,9,7,9,39.5,Male,White or Caucasian,6
613,5c322f84508b7a0001fcb70d,ES,Absent,3.166666667,30.5,4.5,5,5,5,9,9,4,4,6,5,5,16,0,0,2,2,10,40,10,0,6,7,7,5,39.5,Male,White or Caucasian,9
614,644be93b680659cac46c7325,BIO,Absent,3.833333333,30.5,0.5,5,7,6,10,10,3,4,10,10,10,30,0,20,20,10,20,10,20,5,8,7,10,10,59.5,Female,White or Caucasian,6
615,5aad2266811b2000016f6bda,BIO,Present,4,18,2.5,4,5,5,7,7,2,2,7,0,8,15,1,15,15,20,15,20,15,2,7,2,10,5,29.5,Male,White or Caucasian,2
616,5d4892d03eb6bf0018399498,BIO,Present,3,18,0.5,5,8,10,9,10,1,0,5,7,8,20,5,10,25,20,20,10,15,15,6,9,9,9,39.5,Female,White or Caucasian,10
617,6093d8553093455cf37b9931,BIO,Absent,3.333333333,2.5,0.5,1,6,9,9,10,3,1,6,3,6,15,0,20,20,20,20,20,0,5,7,1,10,5,21,Female,White or Caucasian,5
618,5838861383a1cc0001f3f258,BIO,Absent,3.666666667,18,0.5,6,6,5,7,8,1,3,5,7,8,20,10,10,25,15,25,15,10,2,7,7,9,7,49.5,Female,Other,6
619,5c5df0475b87820001c4f21c,BIO,Absent,4.833333333,30.5,4.5,5,6,5,8,9,2,4,8,5,6,19,5,5,50,0,20,15,10,17,8,6,8,8,69.5,Male,White or Caucasian,10
620,5b7bf6c98c721a00015d1feb,ES,Present,4,18,0.5,6,5,5,6,5,1,0,2,2,1,5,0,0,70,0,10,10,10,0,5,5,5,5,59.5,Male,White or Caucasian,10
621,571a1295c97ad400123ab3bd,BIO,Absent,4.666666667,30.5,2.5,5,9,8,9,9,0,1,9,7,7,23,10,20,20,15,20,15,10,3,9,8,9,9,39.5,Female,White or Caucasian,10
622,5936678267011200014d3c23,ES,Absent,2.666666667,2.5,0.5,1,6,9,9,9,3,0,7,6,7,20,5,20,20,10,25,15,10,0,8,9,3,6,29.5,Female,White or Caucasian,10
623,622e73ee8e552144c702f353,BIO,Present,4.333333333,2.5,0,2,4,6,4,6,0,0,4,0,0,4,0,0,40,0,50,0,10,0,10,8,10,8,59.5,Female,White or Caucasian,2
624,5e488826b58e6231ed6e0bef,BIO,Absent,4,18,0.5,2,10,10,10,10,0,0,10,10,10,30,10,20,10,20,10,20,20,15,10,5,10,7,39.5,Female,White or Caucasian,3
625,5afbf02302b1b5000103e313,ES,Present,2.833333333,18,2.5,6,9,10,9,10,0,0,7,3,7,17,0,10,10,10,20,25,25,2,7,9,5,6,49.5,Female,White or Caucasian,9
626,5ad21d44d9f7470001db18d5,BIO,Present,2.333333333,4.5,0.5,2,7,7,9,9,2,2,5,1,1,7,0,10,50,5,10,15,10,3,3,5,6,6,39.5,Female,White or Caucasian,10
627,63ef449e94b95597ed09185d,ES,Present,3.166666667,0.5,0,4,8,8,8,8,0,0,7,5,6,18,0.1,30,30,0,30,0,10,0,7,7,8,7,59.5,Male,White or Caucasian,3
628,5b99663d4cefb60001e7a214,BIO,Absent,3.833333333,30.5,1,6,8,10,10,10,2,0,9,7,9,25,5,5,40,25,20,10,0,2,10,6,10,7,49.5,Female,White or Caucasian,7
629,5a0a0b3afe645f0001e9f296,BIO,Absent,3.833333333,18,1,1,7,8,9,9,2,1,7,7,5,19,0,10,0,0,30,30,30,0,2,1,9,1,49.5,Female,White or Caucasian,1
630,5af5a6464cca7000010c5c6a,BIO,Absent,3,0.5,0.5,5,6,5,5,5,-1,0,6,5,6,17,0,0,50,25,0,25,0,2,5,5,5,5,49.5,Female,White or Caucasian,9
631,5fad3af0a272a23e5aef2aa6,ES,Present,2.5,18,0.5,1,5,8,8,9,3,1,5,5,6,16,0,0,5,10,5,10,5,0,7,9,9,9,39.5,Female,Other,7
632,59b7cbab110131000146620b,BIO,Absent,3.666666667,30.5,0.5,2,7,7,6,6,-1,-1,6,6,6,18,0,10,30,30,10,10,10,0,7,7,7,7,69.5,Male,White or Caucasian,3
633,627a86f8b9a98a5c46bf74ec,ES,Present,3.666666667,2.5,0.5,1,8,7,9,10,1,3,8,9,9,26,10,10,30,20,10,20,10,5,10,10,10,10,49.5,Male,Other,2
634,5cae75d2152633000129ae07,ES,Present,3.833333333,18,0.5,5,5,5,8,8,3,3,7,7,8,22,1,10,20,20,10,20,20,3,7,10,0,10,39.5,Female,White or Caucasian,7
635,615d74e5910ab5aa13e15292,BIO,Absent,3.333333333,4.5,0.5,4,5,6,6,7,1,1,8,4,5,17,0,5,10,25,20,20,20,0,6,7,8,5,29.5,Female,White or Caucasian,6
636,63b31b2fe1146395db2d0fd7 ,ES,Present,2.5,30.5,0.5,5,7,6,7,6,0,0,5,5,5,15,1,5,35,25,5,20,10,0,2,8,3,4,59.5,Female,White or Caucasian,5
637,5e38a824b440a30cb4b1e3f3,BIO,Present,3.833333333,30.5,2.5,6,8,10,9,10,1,0,9,8,8,25,10,10,10,20,10,50,0,3,8,6,10,9,39.5,Female,White or Caucasian,10
638,5cb3cdc781f3750001043bf2,BIO,Present,2.833333333,30.5,4.5,1,7,5,10,10,3,5,6,4,8,18,0,10,50,20,10,10,0,2,9,6,9,9,21,Female,White or Caucasian,10
639,6124d3c85b6ea8a350177dcc,ES,Absent,3.333333333,2.5,0.5,5,9,9,10,10,1,1,6,7,9,22,2,2,45,10,5,25,3,2,9,10,10,10,69.5,Female,White or Caucasian,2
640,644012a89ef81bc3c9412c6e,ES,Absent,4.333333333,4.5,0.5,2,6,7,8,10,2,3,8,7,8,23,0,20,20,0,40,10,10,0,8,9,9,9,39.5,Female,White or Caucasian,4
641,5d11dd0790265e00019ba937,ES,Absent,4.666666667,30.5,18,6,8,10,10,10,2,0,9,10,10,29,5,20,10,15,20,20,15,5,8,10,10,10,49.5,Male,White or Caucasian,2
642,5c42c4b05aca820001f71477,ES,Absent,3.666666667,2.5,0,1,5,5,7,8,2,3,7,5,5,17,10,10,0,30,0,30,30,0,7,7,7,7,59.5,Female,White or Caucasian,10
643,5a9a9a5335237b0001129318,ES,Present,3.333333333,0.5,0,4,5,8,9,10,4,2,0,0,3,3,0,10,60,0,10,10,10,0,9,6,9,10,59.5,Female,White or Caucasian,2
644,5dd40373a71de83e20bd2af6,BIO,Absent,2.5,2.5,0.5,1,5,7,9,10,4,3,6,6,7,19,10,10,20,10,20,40,0,20,4,8,8,8,29.5,Female,White or Caucasian,8
645,5d5320870c2a6a0001cc6c7a,ES,Absent,4.166666667,2.5,0.5,5,10,10,10,10,0,0,10,6,6,22,0,0,20,5,5,70,0,2,10,10,0,6,49.5,Female,White or Caucasian,6
646,59d4fac0d1ab390001da2e46,ES,Absent,4.166666667,1,0.5,2,7,7,9,10,2,3,7,6,8,21,0,10,10,20,20,20,20,5,7,9,8,9,39.5,Female,White or Caucasian,3
647,568d912de3ef9e000ca0da9e,BIO,Present,4,18,0.5,5,8,7,8,8,0,1,8,7,8,23,0,5,70,5,5,5,5,5,7,9,8,7,49.5,Male,White or Caucasian,4
648,5e1e1a350e12221899bc2ed2,BIO,Absent,2.833333333,18,0,2,5,5,6,6,1,1,5,6,5,16,0,0,25,0,25,25,25,0,10,5,10,9,69.5,Male,White or Caucasian,5
649,634d773dd8585cf0101dfa31,BIO,Present,3,4.5,0.5,4,6,6,8,8,2,2,7,5,8,20,10,10,10,0,50,30,0,5,7,0,10,5,29.5,Female,White or Caucasian,7
650,5c58a9908f34eb0001574867,BIO,Absent,2.666666667,18,0.5,5,8,10,10,10,2,0,10,7,0,17,0,10,40,10,10,25,5,0,7,8,10,10,39.5,Male,White or Caucasian,1
651,5afcbf18fabc8900018854d9,BIO,Absent,2.5,0,0,4,5,5,5,5,0,0,0,0,0,0,0,0,20,0,80,0,0,0,8,8,8,8,49.5,Male,White or Caucasian,5
652,5eaadc1b70a4c00554e392bb,BIO,Absent,2.666666667,0.5,0.5,4,8,8,8,8,0,0,5,5,5,15,5,0,0,0,0,100,0,5,7,8,8,7,69.5,Female,White or Caucasian,6
653,5eb162b0dc71ec243a783edc,BIO,Present,3.666666667,30.5,0.5,3,10,10,10,10,0,0,8,5,10,23,10,0,0,0,90,0,10,0,10,10,10,10,49.5,Female,White or Caucasian,3
654,6400e1b5cd7fed1283a0c492,ES,Absent,3.833333333,0.5,0.5,1,5,7,6,8,1,1,8,6,6,20,0,0,0,0,0,5,0,0,5,7,7,7,39.5,Male,Other,1
655,636662f6cd42eaa9a0d46be1,BIO,Absent,2.833333333,18,0.5,2,10,10,10,10,0,0,5,5,5,15,0,10,40,10,10,20,10,2,10,10,10,10,49.5,Female,White or Caucasian,10
656,5c7288f41384ee000111604a,ES,Present,3.166666667,2.5,0.5,4,3,7,6,7,3,0,7,4,7,18,0,0,40,10,40,10,0,0,4,4,7,3,39.5,Female,White or Caucasian,5
657,5c5898e49fcbc40001dcbc42,ES,Present,3.333333333,30.5,4.5,5,5,6,7,7,2,1,6,5,7,18,0,0,20,10,30,20,20,5,8,8,8,8,59.5,Male,White or Caucasian,1
658,622b3b137403ced9a93cf136,ES,Present,3.5,18,0.5,4,8,8,9,9,1,1,8,6,8,22,0,0,0,20,0,80,0,0,10,8,8,8,59.5,Female,White or Caucasian,7
659,60bb1555e03a5bc45b9458be,ES,Absent,4.333333333,18,2.5,6,7,10,8,10,1,0,6,4,8,18,10,10,0,20,20,20,30,10,7,6,9,7,29.5,Female,White or Caucasian,8
660,6418ae8b9cca2d8cf76a7bc9,ES,Absent,3,30.5,1,5,3,8,3,8,0,0,8,8,10,26,5,15,15,15,15,20,20,5,7,8,10,10,29.5,Female,Other,9
661,5dc49022b8a4b035609c4782,ES,Present,2.833333333,2.5,0.5,2,8,6,10,10,2,4,7,3,6,16,0,5,5,0,20,70,0,0,7,10,2,8,59.5,Female,White or Caucasian,1
662,642f09a5e0132920e22fbe76,ES,Present,2.833333333,4.5,4.5,1,4,5,6,6,2,1,5,5,7,17,0,0,0,0,40,40,20,1,6,9,9,8,49.5,Male,White or Caucasian,7
663,5b6f178df7ed9d000153bd9c,BIO,Absent,4.666666667,18,2.5,4,7,7,7,8,0,1,8,8,9,25,5,15,10,20,10,30,15,5,3,7,9,5,39.5,Female,White or Caucasian,2
664,645e400e8ebb6381d1c0363d,ES,Absent,3.333333333,18,18,5,9,9,10,10,1,1,8,8,8,24,1,5,35,15,15,30,0,1,9,9,2,9,59.5,Male,White or Caucasian,10
665,5fb2b8cdf350e792cc77bbe9,BIO,Present,4,30.5,0.5,1,5,5,7,7,2,2,0,0,0,0,0,0,20,0,40,40,0,0,10,10,10,7,59.5,Female,White or Caucasian,10
666,62ea814597e4669c86d1eb46,BIO,Absent,4,2.5,2.5,4,7,5,8,7,1,2,7,7,5,19,5,10,20,15,20,15,20,5,7,7,7,8,29.5,Male,White or Caucasian,7
667,6447a3d08660f56db643d925,BIO,Present,3.5,4.5,0.5,6,6,6,6,6,0,0,6,5,6,17,3,5,10,50,5,30,0,5,6,6,7,6,39.5,Female,White or Caucasian,8
668,599957e96b939900012da17e,ES,Absent,4,18,0.5,3,5,7,7,9,2,2,9,9,8,26,20,20,20,20,20,20,0,20,8,9,9,9,39.5,Female,White or Caucasian,10
669,644a8c25f747d73d9828bee3,BIO,Present,2.166666667,18,2.5,5,7,7,10,10,3,3,4,3,3,10,0,0,20,20,20,20,20,2,8,1,10,5,21,Female,White or Caucasian,8
670,5b46203aef90180001099394,BIO,Absent,4.333333333,2.5,0,3,7,5,6,10,-1,5,10,10,10,30,5,10,10,10,50,10,10,0,10,5,10,10,49.5,Female,Other,2
671,615ddd76e242790b9c3215ca,BIO,Present,2.833333333,18,1,5,6,9,8,10,2,1,7,8,8,23,0,20,20,20,20,20,0,0,8,8,8,8,39.5,Female,White or Caucasian,7
672,5e182f9a2bf95110ffac1ed9,BIO,Present,3,0.5,0,1,5,8,8,10,3,2,8,10,10,28,20,10,20,10,30,20,10,0,8,10,9,8,49.5,Female,White or Caucasian,2
673,5c4f7b99b33a5300013dbfdd,ES,Present,4.166666667,18,1,6,10,10,10,10,0,0,8,8,10,26,0,0,0,0,50,50,0,6,9,10,2,6,29.5,Female,White or Caucasian,10
674,5d1a22b6e476370018f4eb83,ES,Absent,2.333333333,0.5,0.5,5,10,10,10,10,0,0,3,10,10,23,0,10,0,10,30,40,10,3,10,8,8,5,59.5,Female,White or Caucasian,2
675,5d0651c57c37bf001a987dc2,BIO,Absent,2.833333333,0.5,0,4,5,5,7,8,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,10,1,39.5,Male,White or Caucasian,2
676,5eea1be10e95520beb9fa654,ES,Present,3.833333333,30.5,2.5,6,8,8,10,10,2,2,10,10,8,28,10,30,50,0,20,0,0,5,10,10,10,10,49.5,Male,White or Caucasian,4
677,5eb2cd389686d8067b6b090f,BIO,Present,2.5,2.5,0.5,2,6,8,8,10,2,2,7,6,8,21,0.2,20,20,20,20,20,0,0,6,1,9,10,29.5,Female,Other,8
678,5855b0d59fcc070001dfe2a7,ES,Absent,3.5,4.5,0.5,4,7,8,10,10,3,2,8,6,9,23,0,0,0,0,25,0,0,2,9,10,6,6,59.5,Female,White or Caucasian,4
679,5d9750fe74d24900145633a7,BIO,Present,2.666666667,4.5,0,4,5,5,8,8,3,3,2,0,0,2,0,0,100,0,0,0,0,0,3,8,9,9,49.5,Male,White or Caucasian,5
680,5bfaf20ecad1240001e8de8c,ES,Absent,1.833333333,18,2.5,4,3,6,8,10,5,4,6,8,9,23,0,10,30,30,0,15,15,0,10,10,7,10,29.5,Female,White or Caucasian,5
681,5d8e33bc4bf4ba00170a8ae9,BIO,Present,3.166666667,4.5,0.5,2,8,10,10,10,2,0,7,7,10,24,5,5,10,5,70,0,10,5,8,7,9,9,21,Female,White or Caucasian,7
682,5827634ea80bf4000199994b,ES,Present,4.333333333,18,0.5,5,10,10,10,10,0,0,10,10,10,30,0,50,0,0,50,0,0,7,9,9,9,5,69.5,Female,White or Caucasian,1
683,5e9b05adc6ea2c0009bab1e0,BIO,Absent,4.5,2.5,0.5,4,10,0,10,10,0,10,10,10,10,30,20,20,20,20,20,20,0,20,8,8,10,10,29.5,Female,White or Caucasian,5
684,5aa2f19df05361000172520c,ES,Absent,4.333333333,30.5,2.5,1,10,10,10,10,0,0,8,5,10,23,15,25,0,0,0,0,75,4,8,9,8,9,29.5,Female,White or Caucasian,10
